season,game_number,team_name,date,pull_period,pull_time,goal_for_time,goal_against_time,game_end_time,goal_for_timedelta,goal_against_timedelta,game_end_timedelta
20102011,1,MTL,2010-10-07,3,0 days 00:18:54.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:05.500000000
20102011,2,PIT,2010-10-07,3,0 days 00:18:47.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:13.000000000
20102011,3,MIN,2010-10-07,3,0 days 00:19:35.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:24.500000000
20102011,6,CBJ,2010-10-08,3,0 days 00:18:14.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:45.500000000
20102011,10,OTT,2010-10-08,3,0 days 00:18:44.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:15.500000000
20102011,11,WSH,2010-10-08,3,0 days 00:19:06.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:53.500000000
20102011,12,BOS,2010-10-09,3,0 days 00:17:59.000000000,,0 days 00:18:13.000000000,,,0 days 00:00:14.000000000,
20102011,13,BUF,2010-10-09,3,0 days 00:18:04.000000000,,0 days 00:18:35.000000000,,,0 days 00:00:31.000000000,
20102011,13,BUF,2010-10-09,3,0 days 00:18:57.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:03.000000000
20102011,16,PIT,2010-10-09,3,0 days 00:18:38.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:22.000000000
20102011,21,CHI,2010-10-09,3,0 days 00:19:07.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:53.000000000
20102011,25,L.A,2010-10-10,3,0 days 00:19:17.000000000,,0 days 00:19:37.000000000,,,0 days 00:00:20.000000000,
20102011,26,FLA,2010-10-10,3,0 days 00:19:23.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:36.500000000
20102011,27,N.J,2010-10-11,3,0 days 00:18:39.000000000,,0 days 00:19:49.000000000,,,0 days 00:01:10.000000000,
20102011,28,NYR,2010-10-11,3,0 days 00:18:56.000000000,,0 days 00:19:41.000000000,,,0 days 00:00:45.000000000,
20102011,30,BUF,2010-10-11,3,0 days 00:18:25.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:34.500000000
20102011,31,COL,2010-10-11,3,0 days 00:18:42.000000000,,0 days 00:18:49.000000000,,,0 days 00:00:07.000000000,
20102011,31,COL,2010-10-11,3,0 days 00:18:56.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:04.000000000
20102011,33,FLA,2010-10-11,3,0 days 00:19:09.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:51.000000000
20102011,35,ATL,2010-10-12,3,0 days 00:18:57.500000000,,0 days 00:19:30.000000000,,,0 days 00:00:32.500000000,
20102011,37,NYI,2010-10-13,3,0 days 00:18:59.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:01.000000000
20102011,38,T.B,2010-10-13,3,0 days 00:18:12.000000000,0 days 00:18:41.000000000,,,0 days 00:00:29.000000000,,
20102011,39,PIT,2010-10-13,3,0 days 00:18:39.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:21.000000000
20102011,40,CHI,2010-10-13,3,0 days 00:19:46.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:14.000000000
20102011,41,VAN,2010-10-13,3,0 days 00:18:30.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:29.500000000
20102011,42,PHI,2010-10-14,3,0 days 00:19:05.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:55.000000000
20102011,43,CAR,2010-10-14,3,0 days 00:18:51.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:08.500000000
20102011,44,STL,2010-10-14,3,0 days 00:18:42.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:18.000000000
20102011,45,EDM,2010-10-14,3,0 days 00:18:13.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:47.000000000
20102011,48,N.J,2010-10-15,3,0 days 00:19:09.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:51.000000000
20102011,52,BUF,2010-10-15,3,0 days 00:19:44.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:16.000000000
20102011,55,OTT,2010-10-16,3,0 days 00:18:55.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:05.000000000
20102011,57,COL,2010-10-16,3,0 days 00:19:06.500000000,,0 days 00:19:40.000000000,,,0 days 00:00:33.500000000,
20102011,58,PHI,2010-10-16,3,0 days 00:16:16.000000000,,0 days 00:16:36.000000000,,,0 days 00:00:20.000000000,
20102011,61,MIN,2010-10-16,3,0 days 00:18:42.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:18.000000000
20102011,63,BUF,2010-10-16,3,0 days 00:19:03.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:56.500000000
20102011,65,EDM,2010-10-16,3,0 days 00:18:50.000000000,,0 days 00:19:59.000000000,,,0 days 00:01:09.000000000,
20102011,65,EDM,2010-10-16,3,0 days 00:19:59.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:00.500000000
20102011,66,S.J,2010-10-16,3,0 days 00:18:44.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:16.000000000
20102011,67,PHX,2010-10-17,3,0 days 00:19:24.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:36.000000000
20102011,72,DAL,2010-10-18,3,0 days 00:18:04.000000000,0 days 00:19:00.000000000,,,0 days 00:00:56.000000000,,
20102011,72,DAL,2010-10-18,3,0 days 00:19:03.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:57.000000000
20102011,74,WSH,2010-10-19,3,0 days 00:18:22.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:38.000000000
20102011,79,ANA,2010-10-20,3,0 days 00:18:21.000000000,,0 days 00:19:32.000000000,,,0 days 00:01:11.000000000,
20102011,84,PHI,2010-10-21,3,0 days 00:19:13.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:47.000000000
20102011,90,COL,2010-10-21,3,0 days 00:18:34.500000000,,0 days 00:18:48.000000000,,,0 days 00:00:13.500000000,
20102011,90,COL,2010-10-21,3,0 days 00:18:48.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:12.000000000
20102011,91,EDM,2010-10-21,3,0 days 00:17:41.500000000,,0 days 00:19:16.000000000,,,0 days 00:01:34.500000000,
20102011,92,L.A,2010-10-21,3,0 days 00:18:21.000000000,,0 days 00:19:25.000000000,,,0 days 00:01:04.000000000,
20102011,94,BUF,2010-10-22,3,0 days 00:19:11.500000000,,0 days 00:19:38.000000000,,,0 days 00:00:26.500000000,
20102011,95,ATL,2010-10-22,3,0 days 00:17:55.500000000,,0 days 00:19:28.000000000,,,0 days 00:01:32.500000000,
20102011,98,BOS,2010-10-23,3,0 days 00:18:54.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:06.000000000
20102011,102,ATL,2010-10-23,3,0 days 00:18:51.500000000,0 days 00:19:27.000000000,,,0 days 00:00:35.500000000,,
20102011,103,NYI,2010-10-23,3,0 days 00:19:10.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:50.000000000
20102011,104,ANA,2010-10-23,3,0 days 00:19:53.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:07.000000000
20102011,106,DAL,2010-10-23,3,0 days 00:19:18.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:41.500000000
20102011,107,CHI,2010-10-23,3,0 days 00:19:19.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:41.000000000
20102011,111,T.B,2010-10-24,3,0 days 00:18:53.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:07.000000000
20102011,112,N.J,2010-10-24,3,0 days 00:18:52.000000000,,0 days 00:19:59.000000000,,,0 days 00:01:07.000000000,
20102011,117,FLA,2010-10-26,3,0 days 00:18:27.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:32.500000000
20102011,118,BUF,2010-10-26,3,0 days 00:18:24.000000000,,0 days 00:19:24.000000000,,,0 days 00:01:00.000000000,
20102011,122,COL,2010-10-26,3,0 days 00:18:12.000000000,0 days 00:18:27.000000000,,,0 days 00:00:15.000000000,,
20102011,123,NYR,2010-10-27,3,0 days 00:18:32.500000000,,0 days 00:19:36.000000000,,,0 days 00:01:03.500000000,
20102011,124,CAR,2010-10-27,3,0 days 00:17:47.500000000,,0 days 00:18:32.000000000,,,0 days 00:00:44.500000000,
20102011,125,NYI,2010-10-27,3,0 days 00:18:13.000000000,,0 days 00:18:58.000000000,,,0 days 00:00:45.000000000,
20102011,126,PIT,2010-10-27,3,0 days 00:18:26.000000000,,0 days 00:19:29.000000000,,,0 days 00:01:03.000000000,
20102011,129,TOR,2010-10-28,3,0 days 00:18:58.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:01.500000000
20102011,130,DET,2010-10-28,3,0 days 00:18:44.000000000,,0 days 00:19:02.000000000,,,0 days 00:00:18.000000000,
20102011,131,EDM,2010-10-28,3,0 days 00:09:49.000000000,0 days 00:09:57.000000000,,,0 days 00:00:08.000000000,,
20102011,132,FLA,2010-10-28,3,0 days 00:19:03.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:57.000000000
20102011,134,WSH,2010-10-28,3,0 days 00:18:02.500000000,0 days 00:18:24.000000000,,,0 days 00:00:21.500000000,,
20102011,134,WSH,2010-10-28,3,0 days 00:18:54.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:06.000000000
20102011,135,DAL,2010-10-28,3,0 days 00:18:10.500000000,,0 days 00:18:19.000000000,,,0 days 00:00:08.500000000,
20102011,136,CGY,2010-10-28,3,0 days 00:18:17.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:42.500000000
20102011,137,NYI,2010-10-29,3,0 days 00:18:32.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:27.500000000
20102011,139,PIT,2010-10-29,3,0 days 00:18:51.500000000,0 days 00:19:15.000000000,,,0 days 00:00:23.500000000,,
20102011,139,PIT,2010-10-29,3,0 days 00:19:37.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:22.500000000
20102011,140,BUF,2010-10-29,3,0 days 00:18:24.000000000,0 days 00:19:52.000000000,,,0 days 00:01:28.000000000,,
20102011,141,CHI,2010-10-29,3,0 days 00:18:04.000000000,,0 days 00:18:38.000000000,,,0 days 00:00:34.000000000,
20102011,142,ANA,2010-10-29,3,0 days 00:18:44.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:15.500000000
20102011,143,TOR,2010-10-30,3,0 days 00:18:53.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:07.000000000
20102011,150,MIN,2010-10-30,3,0 days 00:18:59.500000000,,0 days 00:19:24.000000000,,,0 days 00:00:24.500000000,
20102011,156,ANA,2010-10-30,3,0 days 00:18:21.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:39.000000000
20102011,157,CHI,2010-11-01,3,0 days 00:18:25.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:35.000000000
20102011,158,CAR,2010-11-01,3,0 days 00:18:23.000000000,0 days 00:19:33.000000000,,,0 days 00:01:10.000000000,,
20102011,160,TOR,2010-11-02,3,0 days 00:17:57.000000000,0 days 00:19:09.000000000,,,0 days 00:01:12.000000000,,
20102011,160,TOR,2010-11-02,3,0 days 00:19:19.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:41.000000000
20102011,162,S.J,2010-11-02,3,0 days 00:19:21.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:39.000000000
20102011,163,EDM,2010-11-02,3,0 days 00:18:59.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:00.500000000
20102011,164,BUF,2010-11-03,3,0 days 00:17:44.000000000,,0 days 00:17:53.000000000,,,0 days 00:00:09.000000000,
20102011,167,FLA,2010-11-03,3,0 days 00:18:47.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:13.000000000
20102011,168,CHI,2010-11-03,3,0 days 00:18:38.000000000,,0 days 00:19:10.000000000,,,0 days 00:00:32.000000000,
20102011,168,CHI,2010-11-03,3,0 days 00:19:26.000000000,,0 days 00:19:52.000000000,,,0 days 00:00:26.000000000,
20102011,170,CGY,2010-11-03,3,0 days 00:19:20.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:39.500000000
20102011,171,NSH,2010-11-03,3,0 days 00:18:53.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:07.000000000
20102011,174,ATL,2010-11-04,3,0 days 00:18:02.000000000,,0 days 00:18:34.000000000,,,0 days 00:00:32.000000000,
20102011,175,NYI,2010-11-04,3,0 days 00:19:03.000000000,,0 days 00:19:47.000000000,,,0 days 00:00:44.000000000,
20102011,177,COL,2010-11-04,3,0 days 00:18:20.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:40.000000000
20102011,178,T.B,2010-11-04,3,0 days 00:19:00.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:59.500000000
20102011,180,BOS,2010-11-05,3,0 days 00:18:47.000000000,,0 days 00:19:08.000000000,,,0 days 00:00:21.000000000,
20102011,181,BUF,2010-11-05,3,0 days 00:19:06.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:53.500000000
20102011,182,CAR,2010-11-05,3,0 days 00:18:55.000000000,,0 days 00:19:11.000000000,,,0 days 00:00:16.000000000,
20102011,183,CGY,2010-11-05,3,0 days 00:18:51.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:08.500000000
20102011,185,EDM,2010-11-05,3,0 days 00:18:53.500000000,,0 days 00:19:39.000000000,,,0 days 00:00:45.500000000,
20102011,185,EDM,2010-11-05,3,0 days 00:19:47.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:12.500000000
20102011,186,PIT,2010-11-05,3,0 days 00:18:33.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:26.500000000
20102011,189,BUF,2010-11-06,3,0 days 00:19:21.500000000,0 days 00:19:46.000000000,,,0 days 00:00:24.500000000,,
20102011,191,NYI,2010-11-06,3,0 days 00:18:30.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:30.000000000
20102011,192,FLA,2010-11-06,3,0 days 00:17:38.000000000,0 days 00:19:17.000000000,,,0 days 00:01:39.000000000,,
20102011,192,FLA,2010-11-06,3,0 days 00:19:17.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:43.000000000
20102011,194,CBJ,2010-11-06,3,0 days 00:18:25.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:35.000000000
20102011,200,NYR,2010-11-07,3,0 days 00:18:31.500000000,,0 days 00:19:56.000000000,,,0 days 00:01:24.500000000,
20102011,201,CHI,2010-11-07,3,0 days 00:18:24.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:36.000000000
20102011,204,NYR,2010-11-09,3,0 days 00:18:26.000000000,,0 days 00:19:54.000000000,,,0 days 00:01:28.000000000,
20102011,206,VAN,2010-11-09,3,0 days 00:17:36.500000000,,,0 days 00:20:00.000000000,,,0 days 00:02:23.500000000
20102011,209,COL,2010-11-09,3,0 days 00:18:35.000000000,,0 days 00:19:26.000000000,,,0 days 00:00:51.000000000,
20102011,209,COL,2010-11-09,3,0 days 00:19:43.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:17.000000000
20102011,212,PIT,2010-11-10,3,0 days 00:18:35.000000000,,0 days 00:19:34.000000000,,,0 days 00:00:59.000000000,
20102011,215,CHI,2010-11-10,3,0 days 00:18:39.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:21.000000000
20102011,216,NYI,2010-11-10,3,0 days 00:19:06.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:54.000000000
20102011,217,BOS,2010-11-11,3,0 days 00:19:45.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:15.000000000
20102011,219,T.B,2010-11-11,3,0 days 00:18:24.000000000,,0 days 00:19:44.000000000,,,0 days 00:01:20.000000000,
20102011,225,DAL,2010-11-11,3,0 days 00:18:38.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:21.500000000
20102011,231,CGY,2010-11-12,3,0 days 00:17:39.000000000,,0 days 00:18:22.000000000,,,0 days 00:00:43.000000000,
20102011,231,CGY,2010-11-12,3,0 days 00:19:53.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:06.500000000
20102011,232,DAL,2010-11-12,3,0 days 00:18:39.000000000,,0 days 00:19:46.000000000,,,0 days 00:01:07.000000000,
20102011,233,BOS,2010-11-13,3,0 days 00:19:43.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:16.500000000
20102011,235,TOR,2010-11-13,3,0 days 00:18:28.000000000,,0 days 00:19:10.000000000,,,0 days 00:00:42.000000000,
20102011,235,TOR,2010-11-13,3,0 days 00:19:29.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:30.500000000
20102011,238,ATL,2010-11-13,3,0 days 00:18:33.000000000,,0 days 00:18:58.000000000,,,0 days 00:00:25.000000000,
20102011,239,COL,2010-11-13,3,0 days 00:17:43.500000000,,,0 days 00:20:00.000000000,,,0 days 00:02:16.500000000
20102011,241,STL,2010-11-13,3,0 days 00:18:55.500000000,,0 days 00:19:36.000000000,,,0 days 00:00:40.500000000,
20102011,241,STL,2010-11-13,3,0 days 00:19:36.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:24.000000000
20102011,242,CGY,2010-11-13,3,0 days 00:19:05.000000000,0 days 00:19:23.000000000,,,0 days 00:00:18.000000000,,
20102011,242,CGY,2010-11-13,3,0 days 00:19:28.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:32.000000000
20102011,243,L.A,2010-11-13,3,0 days 00:07:45.500000000,0 days 00:07:46.000000000,,,0 days 00:00:00.500000000,,
20102011,245,ATL,2010-11-14,3,0 days 00:18:29.000000000,,0 days 00:19:23.000000000,,,0 days 00:00:54.000000000,
20102011,246,T.B,2010-11-14,3,0 days 00:18:23.500000000,,0 days 00:19:11.000000000,,,0 days 00:00:47.500000000,
20102011,251,NYR,2010-11-15,3,0 days 00:18:20.500000000,0 days 00:18:34.000000000,,,0 days 00:00:13.500000000,,
20102011,256,ANA,2010-11-16,3,0 days 00:19:16.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:44.000000000
20102011,257,NYI,2010-11-17,3,0 days 00:18:46.000000000,0 days 00:18:52.000000000,,,0 days 00:00:06.000000000,,
20102011,257,NYI,2010-11-17,3,0 days 00:18:58.500000000,,0 days 00:19:44.000000000,,,0 days 00:00:45.500000000,
20102011,258,NYR,2010-11-17,3,0 days 00:19:23.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:36.500000000
20102011,259,VAN,2010-11-17,3,0 days 00:17:57.500000000,,,0 days 00:20:00.000000000,,,0 days 00:02:02.500000000
20102011,260,BUF,2010-11-17,3,0 days 00:19:05.500000000,,0 days 00:19:56.000000000,,,0 days 00:00:50.500000000,
20102011,262,ATL,2010-11-17,3,0 days 00:18:30.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:30.000000000
20102011,266,CGY,2010-11-17,3,0 days 00:18:44.000000000,,0 days 00:19:52.000000000,,,0 days 00:01:08.000000000,
20102011,268,L.A,2010-11-17,3,0 days 00:18:58.500000000,,0 days 00:19:21.000000000,,,0 days 00:00:22.500000000,
20102011,270,N.J,2010-11-18,3,0 days 00:17:39.000000000,,,0 days 00:20:00.000000000,,,0 days 00:02:21.000000000
20102011,271,PHI,2010-11-18,3,0 days 00:18:50.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:10.000000000
20102011,274,CAR,2010-11-19,3,0 days 00:18:38.000000000,0 days 00:19:08.000000000,,,0 days 00:00:30.000000000,,
20102011,281,PHX,2010-11-19,3,0 days 00:18:40.000000000,0 days 00:19:25.000000000,,,0 days 00:00:45.000000000,,
20102011,282,ANA,2010-11-19,3,0 days 00:19:16.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:44.000000000
20102011,284,BUF,2010-11-20,3,0 days 00:18:55.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:05.000000000
20102011,287,WSH,2010-11-20,3,0 days 00:18:59.000000000,0 days 00:19:21.000000000,,,0 days 00:00:22.000000000,,
20102011,290,MIN,2010-11-20,3,0 days 00:18:41.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:19.000000000
20102011,293,S.J,2010-11-20,3,0 days 00:18:00.500000000,,0 days 00:19:05.000000000,,,0 days 00:01:04.500000000,
20102011,295,DET,2010-11-21,3,0 days 00:18:53.000000000,0 days 00:19:56.000000000,,,0 days 00:01:03.000000000,,
20102011,296,ANA,2010-11-21,3,0 days 00:19:07.500000000,,0 days 00:19:44.000000000,,,0 days 00:00:36.500000000,
20102011,297,VAN,2010-11-21,3,0 days 00:18:43.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:17.000000000
20102011,298,DAL,2010-11-22,3,0 days 00:18:27.500000000,,0 days 00:19:49.000000000,,,0 days 00:01:21.500000000,
20102011,300,CGY,2010-11-22,3,0 days 00:19:03.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:56.500000000
20102011,301,MTL,2010-11-22,3,0 days 00:19:29.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:31.000000000
20102011,302,NSH,2010-11-22,3,0 days 00:19:50.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:10.000000000
20102011,303,L.A,2010-11-22,3,0 days 00:18:32.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:27.500000000
20102011,304,BOS,2010-11-22,3,0 days 00:19:31.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:29.000000000
20102011,305,FLA,2010-11-22,3,0 days 00:19:12.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:48.000000000
20102011,307,BUF,2010-11-24,3,0 days 00:18:59.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:01.000000000
20102011,309,CAR,2010-11-24,3,0 days 00:18:53.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:06.500000000
20102011,312,OTT,2010-11-24,3,0 days 00:18:47.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:13.000000000
