season,game_number,team_name,date,pull_period,pull_time,goal_for_time,goal_against_time,goal_for_timedelta,goal_against_timedelta,game_end_timedelta
20052006,823,L.A,2006-02-07,3,0 days 00:17:48.000000000,,,,,0 days 00:02:12.000000000
20052006,78,BUF,2005-10-15,3,0 days 00:19:42.000000000,,,,,0 days 00:00:18.000000000
20052006,989,PHI,2006-03-17,3,0 days 00:18:54.000000000,,0 days 00:19:37.000000000,,0 days 00:00:43.000000000,
20052006,966,L.A,2006-03-13,3,0 days 00:19:26.000000000,,,,,0 days 00:00:34.000000000
20052006,97,COL,2005-10-19,3,0 days 00:19:12.000000000,,,,,0 days 00:00:48.000000000
20052006,1050,CAR,2006-03-25,3,0 days 00:19:35.000000000,,,,,0 days 00:00:25.000000000
20052006,209,T.B,2005-11-05,3,0 days 00:19:37.000000000,,0 days 00:19:57.000000000,,0 days 00:00:20.000000000,
20052006,874,PIT,2006-03-01,3,0 days 00:19:50.000000000,,,,,0 days 00:00:10.000000000
20052006,527,CBJ,2005-12-26,3,0 days 00:19:18.000000000,0 days 00:19:36.000000000,,0 days 00:00:18.000000000,,
20052006,177,BOS,2005-11-01,3,0 days 00:18:58.000000000,0 days 00:18:59.000000000,,0 days 00:00:01.000000000,,
20052006,198,CBJ,2005-11-03,3,0 days 00:19:11.000000000,,,,,0 days 00:00:49.000000000
20052006,462,MIN,2005-12-15,3,0 days 00:19:22.000000000,,,,,0 days 00:00:38.000000000
20052006,1007,PIT,2006-03-19,3,0 days 00:19:13.000000000,,,,,0 days 00:00:47.000000000
20052006,931,PHX,2006-03-09,3,0 days 00:18:12.000000000,0 days 00:18:13.000000000,,0 days 00:00:01.000000000,,
20052006,931,PHX,2006-03-09,3,0 days 00:18:57.000000000,,,,,0 days 00:01:03.000000000
20052006,862,PHX,2006-02-12,3,0 days 00:15:47.000000000,0 days 00:16:18.000000000,,0 days 00:00:31.000000000,,
20052006,39,CHI,2005-10-09,3,0 days 00:18:50.000000000,,,,,0 days 00:01:10.000000000
20052006,618,PIT,2006-01-07,3,0 days 00:18:25.000000000,,,,,0 days 00:01:35.000000000
20052006,248,FLA,2005-11-11,3,0 days 00:19:31.000000000,,,,,0 days 00:00:29.000000000
20052006,835,BUF,2006-02-09,3,0 days 00:19:07.000000000,0 days 00:19:33.000000000,,0 days 00:00:26.000000000,,
20052006,1103,STL,2006-04-01,3,0 days 00:19:10.000000000,,,,,0 days 00:00:50.000000000
20052006,423,WSH,2005-12-09,3,0 days 00:19:06.000000000,0 days 00:19:59.000000000,,0 days 00:00:53.000000000,,
20052006,589,NSH,2006-01-03,3,0 days 00:17:22.000000000,,0 days 00:19:40.000000000,,0 days 00:02:18.000000000,
20052006,1046,BUF,2006-03-25,3,0 days 00:19:04.000000000,,,,,0 days 00:00:56.000000000
20052006,458,OTT,2005-12-15,3,0 days 00:19:02.000000000,,,,,0 days 00:00:58.000000000
20052006,15,PHX,2005-10-05,3,0 days 00:19:11.000000000,0 days 00:19:16.000000000,,0 days 00:00:05.000000000,,
20052006,15,PHX,2005-10-05,3,0 days 00:19:46.000000000,,,,,0 days 00:00:14.000000000
20052006,1178,CBJ,2006-04-11,3,0 days 00:18:00.000000000,0 days 00:18:26.000000000,,0 days 00:00:26.000000000,,
20052006,1178,CBJ,2006-04-11,3,0 days 00:18:48.000000000,,,,,0 days 00:01:12.000000000
20052006,264,EDM,2005-11-13,3,0 days 00:19:01.000000000,,,,,0 days 00:00:59.000000000
20052006,321,PHX,2005-11-22,3,0 days 00:18:55.000000000,,,,,0 days 00:01:05.000000000
20052006,1085,BUF,2006-03-30,3,0 days 00:19:50.000000000,,,,,0 days 00:00:10.000000000
20052006,42,NYR,2005-10-10,3,0 days 00:19:18.000000000,,,,,0 days 00:00:42.000000000
20052006,399,DET,2005-12-04,3,0 days 00:18:46.000000000,,,,,0 days 00:01:14.000000000
20052006,663,FLA,2006-01-14,3,0 days 00:18:34.000000000,0 days 00:19:13.000000000,,0 days 00:00:39.000000000,,
20052006,233,PIT,2005-11-09,3,0 days 00:17:07.000000000,,0 days 00:17:32.000000000,,0 days 00:00:25.000000000,
20052006,726,ATL,2006-01-24,3,0 days 00:18:35.000000000,,,,,0 days 00:01:25.000000000
20052006,419,STL,2005-12-08,3,0 days 00:19:04.000000000,,0 days 00:19:26.000000000,,0 days 00:00:22.000000000,
20052006,1093,COL,2006-03-31,3,0 days 00:15:32.000000000,,,,,0 days 00:04:28.000000000
20052006,1139,ANA,2006-04-06,3,0 days 00:18:41.000000000,,0 days 00:19:21.000000000,,0 days 00:00:40.000000000,
20052006,225,PHI,2005-11-08,3,0 days 00:19:13.000000000,0 days 00:19:36.000000000,,0 days 00:00:23.000000000,,
20052006,675,T.B,2006-01-16,3,0 days 00:18:45.000000000,,,,,0 days 00:01:15.000000000
20052006,730,PHX,2006-01-24,3,0 days 00:19:01.000000000,,,,,0 days 00:00:59.000000000
20052006,1181,MTL,2006-04-12,3,0 days 00:19:20.000000000,,,,,0 days 00:00:40.000000000
20052006,337,STL,2005-11-25,3,0 days 00:18:04.000000000,,,,,0 days 00:01:56.000000000
20052006,273,NYR,2005-11-15,3,0 days 00:19:28.000000000,,,,,0 days 00:00:32.000000000
20052006,859,DAL,2006-02-12,3,0 days 00:19:32.000000000,,,,,0 days 00:00:28.000000000
20052006,224,VAN,2005-11-07,3,0 days 00:19:55.000000000,,,,,0 days 00:00:05.000000000
20052006,361,FLA,2005-11-28,3,0 days 00:18:50.000000000,,,,,0 days 00:01:10.000000000
20052006,731,CGY,2006-01-24,3,0 days 00:19:28.000000000,,,,,0 days 00:00:32.000000000
20052006,55,ATL,2005-10-12,3,0 days 00:18:27.000000000,,,,,0 days 00:01:33.000000000
20052006,1092,STL,2006-03-31,3,0 days 00:18:30.000000000,,,,,0 days 00:01:30.000000000
20052006,398,ATL,2005-12-03,3,0 days 00:18:57.000000000,,,,,0 days 00:01:03.000000000
20052006,232,BUF,2005-11-09,3,0 days 00:19:16.000000000,,0 days 00:19:28.000000000,,0 days 00:00:12.000000000,
20052006,727,VAN,2006-01-24,3,0 days 00:19:15.000000000,,,,,0 days 00:00:45.000000000
20052006,818,S.J,2006-02-06,3,0 days 00:19:12.000000000,,,,,0 days 00:00:48.000000000
20052006,265,ANA,2005-11-13,3,0 days 00:17:59.000000000,,,,,0 days 00:02:01.000000000
20052006,320,STL,2005-11-22,3,0 days 00:18:39.000000000,,0 days 00:19:20.000000000,,0 days 00:00:41.000000000,
20052006,770,MIN,2006-01-30,3,0 days 00:19:35.000000000,,,,,0 days 00:00:25.000000000
20052006,14,COL,2005-10-05,3,0 days 00:19:56.000000000,,,,,0 days 00:00:04.000000000
20052006,1179,PHX,2006-04-11,3,0 days 00:19:09.000000000,,,,,0 days 00:00:51.000000000
20052006,1102,T.B,2006-04-01,3,0 days 00:17:38.000000000,,,,,0 days 00:02:22.000000000
20052006,588,DET,2006-01-03,3,0 days 00:18:25.000000000,,0 days 00:18:39.000000000,,0 days 00:00:14.000000000,
20052006,588,DET,2006-01-03,3,0 days 00:18:51.000000000,,,,,0 days 00:01:09.000000000
20052006,4,CBJ,2005-10-05,3,0 days 00:19:04.000000000,,,,,0 days 00:00:56.000000000
20052006,80,EDM,2005-10-15,3,0 days 00:18:02.000000000,,0 days 00:18:58.000000000,,0 days 00:00:56.000000000,
20052006,1155,CBJ,2006-04-08,3,0 days 00:18:48.000000000,,0 days 00:19:56.000000000,,0 days 00:01:08.000000000,
20052006,863,CHI,2006-02-12,3,0 days 00:17:41.000000000,,0 days 00:18:24.000000000,,0 days 00:00:43.000000000,
20052006,926,PIT,2006-03-08,3,0 days 00:18:26.000000000,,0 days 00:19:59.000000000,,0 days 00:01:33.000000000,
20052006,475,STL,2005-12-17,3,0 days 00:18:59.000000000,,0 days 00:19:17.000000000,,0 days 00:00:18.000000000,
20052006,176,FLA,2005-10-31,3,0 days 00:18:39.000000000,,,,,0 days 00:01:21.000000000
20052006,1143,CBJ,2006-04-07,3,0 days 00:19:23.000000000,0 days 00:19:27.000000000,,0 days 00:00:04.000000000,,
20052006,463,MTL,2005-12-15,3,0 days 00:19:40.000000000,,0 days 00:19:51.000000000,,0 days 00:00:11.000000000,
20052006,658,NYR,2006-01-14,3,0 days 00:19:32.000000000,,,,,0 days 00:00:28.000000000
20052006,1114,FLA,2006-04-03,3,0 days 00:17:59.000000000,,0 days 00:18:11.000000000,,0 days 00:00:12.000000000,
20052006,121,S.J,2005-10-22,3,0 days 00:18:54.000000000,,,,,0 days 00:01:06.000000000
20052006,571,MTL,2005-12-31,3,0 days 00:19:12.000000000,,0 days 00:19:59.000000000,,0 days 00:00:47.000000000,
20052006,988,CBJ,2006-03-17,3,0 days 00:19:04.000000000,,,,,0 days 00:00:56.000000000
20052006,79,STL,2005-10-15,3,0 days 00:18:23.000000000,,0 days 00:18:33.000000000,,0 days 00:00:10.000000000,
20052006,967,WSH,2006-03-14,3,0 days 00:19:00.000000000,,,,,0 days 00:01:00.000000000
20052006,967,WSH,2006-03-14,3,0 days 00:19:00.000000000,,0 days 00:19:59.000000000,,0 days 00:00:59.000000000,
20052006,434,STL,2005-12-10,3,0 days 00:19:13.000000000,0 days 00:19:52.000000000,,0 days 00:00:39.000000000,,
20052006,1026,EDM,2006-03-21,3,0 days 00:18:23.000000000,,0 days 00:18:52.000000000,,0 days 00:00:29.000000000,
20052006,785,MTL,2006-02-02,3,0 days 00:19:11.000000000,,0 days 00:19:22.000000000,,0 days 00:00:11.000000000,
20052006,1071,OTT,2006-03-28,3,0 days 00:18:49.000000000,0 days 00:19:29.000000000,,0 days 00:00:40.000000000,,
20052006,101,WSH,2005-10-20,3,0 days 00:19:22.000000000,,,,,0 days 00:00:38.000000000
20052006,551,S.J,2005-12-28,3,0 days 00:19:14.000000000,,,,,0 days 00:00:46.000000000
20052006,59,NYR,2005-10-13,3,0 days 00:15:50.000000000,,,,,0 days 00:04:10.000000000
20052006,382,DET,2005-12-01,3,0 days 00:19:11.000000000,,,,,0 days 00:00:49.000000000
20052006,678,STL,2006-01-17,3,0 days 00:18:46.000000000,,0 days 00:19:50.000000000,,0 days 00:01:04.000000000,
20052006,402,MIN,2005-12-05,3,0 days 00:19:36.000000000,,0 days 00:19:41.000000000,,0 days 00:00:05.000000000,
20052006,1067,L.A,2006-03-27,3,0 days 00:18:23.000000000,,,,,0 days 00:01:37.000000000
20052006,951,PHX,2006-03-11,3,0 days 00:17:51.000000000,0 days 00:17:53.000000000,,0 days 00:00:02.000000000,,
20052006,951,PHX,2006-03-11,3,0 days 00:18:43.000000000,,0 days 00:18:56.000000000,,0 days 00:00:13.000000000,
20052006,1088,S.J,2006-03-30,3,0 days 00:18:22.000000000,,0 days 00:19:29.000000000,,0 days 00:01:07.000000000,
20052006,681,L.A,2006-01-17,3,0 days 00:17:16.000000000,,0 days 00:18:50.000000000,,0 days 00:01:34.000000000,
20052006,455,L.A,2005-12-14,3,0 days 00:19:04.000000000,,,,,0 days 00:00:56.000000000
20052006,1175,EDM,2006-04-11,3,0 days 00:18:37.000000000,,,,,0 days 00:01:23.000000000
20052006,140,NSH,2005-10-26,3,0 days 00:19:08.000000000,0 days 00:19:40.000000000,,0 days 00:00:32.000000000,,
20052006,510,BOS,2005-12-23,3,0 days 00:19:20.000000000,,,,,0 days 00:00:40.000000000
20052006,843,CAR,2006-02-10,3,0 days 00:19:14.000000000,,,,,0 days 00:00:46.000000000
20052006,18,PHX,2005-10-06,3,0 days 00:18:40.000000000,,,,,0 days 00:01:20.000000000
20052006,838,NSH,2006-02-09,3,0 days 00:18:46.000000000,,,,,0 days 00:01:14.000000000
20052006,992,CAR,2006-03-18,3,0 days 00:18:29.000000000,,,,,0 days 00:01:31.000000000
20052006,584,L.A,2006-01-02,3,0 days 00:18:56.000000000,0 days 00:19:33.000000000,,0 days 00:00:37.000000000,,
20052006,707,CAR,2006-01-21,3,0 days 00:18:22.000000000,,0 days 00:19:55.000000000,,0 days 00:01:33.000000000,
20052006,212,ATL,2005-11-05,3,0 days 00:19:12.000000000,,,,,0 days 00:00:48.000000000
20052006,496,ANA,2005-12-20,3,0 days 00:19:38.000000000,,,,,0 days 00:00:22.000000000
20052006,300,N.J,2005-11-19,3,0 days 00:19:08.000000000,,,,,0 days 00:00:52.000000000
20052006,750,S.J,2006-01-26,3,0 days 00:17:55.000000000,,,,,0 days 00:02:05.000000000
20052006,245,WSH,2005-11-11,3,0 days 00:18:41.000000000,,,,,0 days 00:01:19.000000000
20052006,480,L.A,2005-12-17,3,0 days 00:18:13.000000000,,,,,0 days 00:01:47.000000000
20052006,896,PHI,2006-03-04,3,0 days 00:19:19.000000000,,0 days 00:19:57.000000000,,0 days 00:00:38.000000000,
20052006,195,N.J,2005-11-03,3,0 days 00:19:35.000000000,,0 days 00:19:42.000000000,,0 days 00:00:07.000000000,
20052006,316,PHI,2005-11-22,3,0 days 00:18:39.000000000,,,,,0 days 00:01:21.000000000
20052006,603,PHX,2006-01-05,3,0 days 00:17:43.000000000,,0 days 00:19:11.000000000,,0 days 00:01:28.000000000,
20052006,984,PHX,2006-03-16,3,0 days 00:17:35.000000000,,,,,0 days 00:02:25.000000000
20052006,592,WSH,2006-01-04,3,0 days 00:19:01.000000000,,0 days 00:19:38.000000000,,0 days 00:00:37.000000000,
20052006,204,CBJ,2005-11-04,3,0 days 00:19:02.000000000,,0 days 00:19:50.000000000,,0 days 00:00:48.000000000,
20052006,825,PHX,2006-02-07,3,0 days 00:18:08.000000000,,,,,0 days 00:01:52.000000000
20052006,126,L.A,2005-10-23,3,0 days 00:19:51.000000000,,,,,0 days 00:00:09.000000000
20052006,1113,ATL,2006-04-03,3,0 days 00:17:51.000000000,,,,,0 days 00:02:09.000000000
20052006,576,BUF,2006-01-01,3,0 days 00:19:16.000000000,,,,,0 days 00:00:44.000000000
20052006,1056,VAN,2006-03-25,3,0 days 00:19:00.000000000,,,,,0 days 00:01:00.000000000
20052006,599,MTL,2006-01-05,3,0 days 00:19:06.000000000,,,,,0 days 00:00:54.000000000
20052006,433,NSH,2005-12-10,3,0 days 00:18:47.000000000,0 days 00:19:48.000000000,,0 days 00:01:01.000000000,,
20052006,960,PIT,2006-03-12,3,0 days 00:18:21.000000000,,,,,0 days 00:01:39.000000000
20052006,91,FLA,2005-10-18,3,0 days 00:18:50.000000000,,,,,0 days 00:01:10.000000000
20052006,521,L.A,2005-12-23,3,0 days 00:18:29.000000000,,0 days 00:19:21.000000000,,0 days 00:00:52.000000000,
20052006,1144,BUF,2006-04-07,3,0 days 00:19:12.000000000,,,,,0 days 00:00:48.000000000
20052006,872,BOS,2006-03-01,3,0 days 00:18:55.000000000,,,,,0 days 00:01:05.000000000
20052006,464,PHX,2005-12-15,3,0 days 00:17:56.000000000,,,,,0 days 00:02:04.000000000
20052006,saturday march 18 2006,STL,,3,0 days 00:18:16.000000000,,,,,0 days 00:01:44.000000000
20052006,608,NSH,2006-01-06,3,0 days 00:19:11.000000000,,,,,0 days 00:00:49.000000000
20052006,188,MIN,2005-11-02,3,0 days 00:19:05.000000000,,,,,0 days 00:00:55.000000000
20052006,472,FLA,2005-12-17,3,0 days 00:18:52.000000000,,,,,0 days 00:01:08.000000000
20052006,560,MTL,2005-12-30,3,0 days 00:19:42.000000000,,,,,0 days 00:00:18.000000000
20052006,1105,DAL,2006-04-01,3,0 days 00:18:46.000000000,,,,,0 days 00:01:14.000000000
20052006,130,ATL,2005-10-25,3,0 days 00:18:58.000000000,,,,,0 days 00:01:02.000000000
20052006,68,MIN,2005-10-14,3,0 days 00:18:58.000000000,,0 days 00:19:52.000000000,,0 days 00:00:54.000000000,
20052006,833,CHI,2006-02-08,3,0 days 00:18:18.000000000,,,,,0 days 00:01:42.000000000
20052006,3,PHI,2005-10-05,3,0 days 00:19:04.000000000,,,,,0 days 00:00:56.000000000
20052006,976,ANA,2006-03-15,3,0 days 00:18:57.000000000,,0 days 00:19:50.000000000,,0 days 00:00:53.000000000,
20052006,1040,BOS,2006-03-24,3,0 days 00:19:28.000000000,,,,,0 days 00:00:32.000000000
20052006,13,L.A,2005-10-05,3,0 days 00:19:10.000000000,,,,,0 days 00:00:50.000000000
20052006,848,DAL,2006-02-10,3,0 days 00:18:26.000000000,,0 days 00:18:59.000000000,,0 days 00:00:33.000000000,
20052006,777,MIN,2006-01-31,3,0 days 00:19:26.000000000,,,,,0 days 00:00:34.000000000
20052006,409,ATL,2005-12-06,3,0 days 00:19:06.000000000,,,,,0 days 00:00:54.000000000
20052006,1129,PIT,2006-04-05,3,0 days 00:18:41.000000000,,,,,0 days 00:01:19.000000000
20052006,665,EDM,2006-01-14,3,0 days 00:17:52.000000000,,,,,0 days 00:02:08.000000000
20052006,1200,ANA,2006-04-15,3,0 days 00:19:38.000000000,,0 days 00:19:58.000000000,,0 days 00:00:20.000000000,
20052006,720,NSH,2006-03-30,3,0 days 00:19:11.000000000,,,,,0 days 00:00:49.000000000
20052006,370,EDM,2005-11-29,3,0 days 00:18:36.000000000,,,,,0 days 00:01:24.000000000
20052006,52,PHX,2005-10-11,3,0 days 00:18:20.000000000,0 days 00:19:47.000000000,,0 days 00:01:27.000000000,,
20052006,809,VAN,2006-02-04,3,0 days 00:18:23.000000000,,,,,0 days 00:01:37.000000000
20052006,1216,NYI,2006-04-17,3,0 days 00:15:47.000000000,,,,,0 days 00:04:13.000000000
20052006,673,PIT,2006-01-16,3,0 days 00:19:03.000000000,,,,,0 days 00:00:57.000000000
20052006,736,DAL,2006-01-25,3,0 days 00:18:55.000000000,0 days 00:19:13.000000000,,0 days 00:00:18.000000000,,
20052006,1187,OTT,2006-04-13,3,0 days 00:19:00.000000000,0 days 00:19:58.000000000,,0 days 00:00:58.000000000,,
20052006,1168,PHX,2006-04-10,3,0 days 00:18:56.000000000,,,,,0 days 00:01:04.000000000
20052006,331,S.J,2005-11-23,3,0 days 00:18:36.000000000,0 days 00:19:52.000000000,,0 days 00:01:16.000000000,,
20052006,346,PHI,2005-11-26,3,0 days 00:19:14.000000000,,0 days 00:19:24.000000000,,0 days 00:00:10.000000000,
20052006,653,CBJ,2006-01-13,3,0 days 00:19:16.000000000,,,,,0 days 00:00:44.000000000
20052006,983,PIT,2006-03-16,3,0 days 00:19:03.000000000,,,,,0 days 00:00:57.000000000
20052006,829,PIT,2006-02-08,3,0 days 00:18:56.000000000,,,,,0 days 00:01:04.000000000
20052006,595,VAN,2006-01-04,3,0 days 00:17:57.000000000,,,,,0 days 00:02:03.000000000
20052006,741,TOR,2006-01-26,3,0 days 00:18:36.000000000,,,,,0 days 00:01:24.000000000
20052006,741,TOR,2006-01-26,3,0 days 00:18:36.000000000,,0 days 00:19:59.000000000,,0 days 00:01:23.000000000,
20052006,487,DAL,2005-12-19,3,0 days 00:18:54.000000000,,,,,0 days 00:01:06.000000000
20052006,1148,STL,2006-04-08,3,0 days 00:18:18.000000000,0 days 00:18:53.000000000,,0 days 00:00:35.000000000,,
20052006,1148,STL,2006-04-08,3,0 days 00:19:15.000000000,,0 days 00:19:28.000000000,,0 days 00:00:13.000000000,
20052006,891,S.J,2006-03-03,3,0 days 00:19:13.000000000,,,,,0 days 00:00:47.000000000
20052006,242,DAL,2005-11-10,3,0 days 00:19:21.000000000,,,,,0 days 00:00:39.000000000
20052006,491,T.B,2005-12-20,3,0 days 00:18:30.000000000,,,,,0 days 00:01:30.000000000
20052006,33,STL,2005-10-08,3,0 days 00:19:36.000000000,,,,,0 days 00:00:24.000000000
20052006,868,MIN,2006-02-28,3,0 days 00:19:17.000000000,,0 days 00:19:21.000000000,,0 days 00:00:04.000000000,
20052006,887,MIN,2006-03-02,3,0 days 00:19:20.000000000,,,,,0 days 00:00:40.000000000
20052006,184,NSH,2005-11-01,3,0 days 00:17:16.000000000,,,,,0 days 00:02:44.000000000
20052006,995,BUF,2006-03-18,3,0 days 00:19:07.000000000,,0 days 00:19:47.000000000,,0 days 00:00:40.000000000,
20052006,1109,N.J,2006-04-02,3,0 days 00:18:34.000000000,0 days 00:19:40.000000000,,0 days 00:01:06.000000000,,
20052006,583,VAN,2006-01-02,3,0 days 00:17:48.000000000,,0 days 00:18:21.000000000,,0 days 00:00:33.000000000,
20052006,429,TOR,2005-12-10,3,0 days 00:19:43.000000000,,,,,0 days 00:00:17.000000000
20052006,281,PHX,2005-11-16,3,0 days 00:18:27.000000000,,,,,0 days 00:01:33.000000000
20052006,1037,CHI,2006-03-23,3,0 days 00:18:18.000000000,0 days 00:18:41.000000000,,0 days 00:00:23.000000000,,
20052006,1037,CHI,2006-03-23,3,0 days 00:19:07.000000000,,,,,0 days 00:00:53.000000000
20052006,452,PIT,2005-12-13,3,0 days 00:18:27.000000000,,0 days 00:19:10.000000000,,0 days 00:00:43.000000000,
20052006,844,CBJ,2006-02-10,3,0 days 00:18:40.000000000,,0 days 00:19:19.000000000,,0 days 00:00:39.000000000,
20052006,517,T.B,2005-12-23,3,0 days 00:17:19.000000000,,0 days 00:17:30.000000000,,0 days 00:00:11.000000000,
20052006,393,PIT,2005-12-03,3,0 days 00:19:40.000000000,,,,,0 days 00:00:20.000000000
20052006,405,TOR,2005-12-06,3,0 days 00:19:17.000000000,,,,,0 days 00:00:43.000000000
20052006,1060,N.J,2006-03-26,3,0 days 00:18:46.000000000,,,,,0 days 00:01:14.000000000
20052006,1125,BUF,2006-04-05,3,0 days 00:18:47.000000000,0 days 00:19:20.000000000,,0 days 00:00:33.000000000,,
20052006,110,ANA,2005-10-21,3,0 days 00:19:29.000000000,,,,,0 days 00:00:31.000000000
20052006,48,PHI,2005-10-11,3,0 days 00:18:42.000000000,,,,,0 days 00:01:18.000000000
20052006,813,T.B,2006-02-06,3,0 days 00:18:12.000000000,0 days 00:18:48.000000000,,0 days 00:00:36.000000000,,
20052006,385,VAN,2005-12-01,3,0 days 00:17:32.000000000,,,,,0 days 00:02:28.000000000
20052006,413,FLA,2005-12-07,3,0 days 00:19:57.000000000,,,,,0 days 00:00:03.000000000
