season,game_number,team_name,date,pull_period,pull_time,goal_for_time,goal_against_time,goal_for_timedelta,goal_against_timedelta,game_end_timedelta
20032004,62,CBJ,2003-10-18,3,0 days 00:18:30.000000000,,,,,0 days 00:01:30.000000000
20032004,993,MIN,2004-03-03,3,0 days 00:19:17.000000000,,,,,0 days 00:00:43.000000000
20032004,585,CGY,2004-01-03,3,0 days 00:18:57.000000000,,,,,0 days 00:01:03.000000000
20032004,792,ANA,2004-02-01,3,0 days 00:18:20.000000000,,,,,0 days 00:01:40.000000000
20032004,287,BOS,2003-11-22,3,0 days 00:19:26.000000000,,,,,0 days 00:00:34.000000000
20032004,907,ATL,2004-02-21,3,0 days 00:19:14.000000000,,,,,0 days 00:00:46.000000000
20032004,1031,N.J,2004-03-09,3,0 days 00:18:53.000000000,,0 days 00:19:47.000000000,,0 days 00:00:54.000000000,
20032004,1174,CHI,2004-03-28,3,0 days 00:18:17.000000000,,,,,0 days 00:01:43.000000000
20032004,141,ATL,2003-10-30,3,0 days 00:18:36.000000000,,,,,0 days 00:01:24.000000000
20032004,842,MTL,2004-02-12,3,0 days 00:19:00.000000000,,0 days 00:19:44.000000000,,0 days 00:00:44.000000000,
20032004,395,DAL,2003-12-06,3,0 days 00:18:49.000000000,,,,,0 days 00:01:11.000000000
20032004,680,T.B,2004-01-17,3,0 days 00:18:08.000000000,,,,,0 days 00:01:52.000000000
20032004,403,WSH,2003-12-08,3,0 days 00:18:38.000000000,,0 days 00:19:01.000000000,,0 days 00:00:23.000000000,
20032004,950,N.J,2004-02-27,3,0 days 00:19:00.000000000,,,,,0 days 00:01:00.000000000
20032004,546,NYR,2003-12-29,3,0 days 00:18:01.000000000,0 days 00:18:38.000000000,,0 days 00:00:37.000000000,,
20032004,116,COL,2003-10-26,3,0 days 00:18:50.000000000,,0 days 00:19:01.000000000,,0 days 00:00:11.000000000,
20032004,116,COL,2003-10-26,3,0 days 00:19:11.000000000,,,,,0 days 00:00:49.000000000
20032004,679,BUF,2004-01-17,3,0 days 00:18:36.000000000,,,,,0 days 00:01:24.000000000
20032004,696,DET,2004-01-19,3,0 days 00:18:51.000000000,,,,,0 days 00:01:09.000000000
20032004,415,DAL,2003-12-10,3,0 days 00:19:19.000000000,,,,,0 days 00:00:41.000000000
20032004,100,CGY,2003-10-24,3,0 days 00:19:13.000000000,,,,,0 days 00:00:47.000000000
20032004,803,PIT,2004-02-03,3,0 days 00:19:30.000000000,,,,,0 days 00:00:30.000000000
20032004,157,WSH,2003-11-01,3,0 days 00:19:42.000000000,,,,,0 days 00:00:18.000000000
20032004,1162,PHI,2004-03-27,3,0 days 00:19:14.000000000,,,,,0 days 00:00:46.000000000
20032004,1115,STL,2004-03-20,3,0 days 00:18:47.000000000,,,,,0 days 00:01:13.000000000
20032004,120,BUF,2003-10-28,3,0 days 00:18:28.000000000,,,,,0 days 00:01:32.000000000
20032004,823,S.J,2004-02-10,3,0 days 00:18:37.000000000,,,,,0 days 00:01:23.000000000
20032004,989,CGY,2004-03-03,3,0 days 00:19:43.000000000,,,,,0 days 00:00:17.000000000
20032004,966,NYR,2004-02-29,3,0 days 00:19:00.000000000,,,,,0 days 00:01:00.000000000
20032004,97,PIT,2003-10-24,3,0 days 00:19:07.000000000,,,,,0 days 00:00:53.000000000
20032004,435,PHI,2003-12-13,3,0 days 00:18:59.000000000,,,,,0 days 00:01:01.000000000
20032004,659,CHI,2004-01-14,3,0 days 00:18:59.000000000,,,,,0 days 00:01:01.000000000
20032004,527,ANA,2003-12-27,3,0 days 00:19:08.000000000,,,,,0 days 00:00:52.000000000
20032004,177,FLA,2003-11-05,3,0 days 00:19:00.000000000,,,,,0 days 00:01:00.000000000
20032004,1142,MTL,2004-03-24,3,0 days 00:19:06.000000000,,,,,0 days 00:00:54.000000000
20032004,198,NYI,2003-11-08,3,0 days 00:19:00.000000000,,,,,0 days 00:01:00.000000000
20032004,462,BOS,2003-12-18,3,0 days 00:18:27.000000000,,,,,0 days 00:01:33.000000000
20032004,931,CHI,2004-02-24,3,0 days 00:19:08.000000000,,0 days 00:19:30.000000000,,0 days 00:00:22.000000000,
20032004,1154,COL,2004-03-25,3,0 days 00:18:24.000000000,,0 days 00:18:28.000000000,,0 days 00:00:04.000000000,
20032004,862,DAL,2004-02-14,3,0 days 00:18:41.000000000,,,,,0 days 00:01:19.000000000
20032004,39,EDM,2003-10-14,3,0 days 00:18:59.000000000,,,,,0 days 00:01:01.000000000
20032004,1011,NSH,2004-03-06,3,0 days 00:18:53.000000000,,0 days 00:19:38.000000000,,0 days 00:00:45.000000000,
20032004,474,DAL,2003-12-19,3,0 days 00:18:49.000000000,,,,,0 days 00:01:11.000000000
20032004,618,L.A,2004-01-08,3,0 days 00:17:15.000000000,,,,,0 days 00:02:45.000000000
20032004,248,NYI,2003-11-15,3,0 days 00:19:19.000000000,,,,,0 days 00:00:41.000000000
20032004,566,NYR,2004-01-01,3,0 days 00:18:41.000000000,0 days 00:19:43.000000000,,0 days 00:01:02.000000000,,
20032004,1103,CBJ,2004-03-18,3,0 days 00:18:57.000000000,,0 days 00:19:43.000000000,,0 days 00:00:46.000000000,
20032004,589,CHI,2004-01-04,3,0 days 00:18:48.000000000,,,,,0 days 00:01:12.000000000
20032004,1046,CBJ,2004-03-11,3,0 days 00:19:28.000000000,,0 days 00:19:55.000000000,,0 days 00:00:27.000000000,
20032004,81,S.J,2003-10-21,3,0 days 00:18:32.000000000,,,,,0 days 00:01:28.000000000
20032004,5,BUF,2003-10-09,3,0 days 00:18:25.000000000,,,,,0 days 00:01:35.000000000
20032004,1197,PHX,2004-03-31,3,0 days 00:19:23.000000000,,,,,0 days 00:00:37.000000000
20032004,321,CHI,2003-11-26,3,0 days 00:18:47.000000000,,,,,0 days 00:01:13.000000000
20032004,819,NSH,2004-02-05,3,0 days 00:17:17.000000000,,0 days 00:17:51.000000000,,0 days 00:00:34.000000000,
20032004,663,CAR,2004-01-15,3,0 days 00:19:37.000000000,,,,,0 days 00:00:23.000000000
20032004,1206,CAR,2004-04-02,3,0 days 00:19:32.000000000,,,,,0 days 00:00:28.000000000
20032004,726,STL,2004-01-23,3,0 days 00:18:31.000000000,,,,,0 days 00:01:29.000000000
20032004,376,VAN,2003-12-04,3,0 days 00:18:29.000000000,,0 days 00:19:49.000000000,,0 days 00:01:20.000000000,
20032004,419,NSH,2003-12-11,3,0 days 00:18:13.000000000,,0 days 00:19:55.000000000,,0 days 00:01:42.000000000,
20032004,54,ANA,2003-10-17,3,0 days 00:18:00.000000000,,0 days 00:18:07.000000000,,0 days 00:00:07.000000000,
20032004,1210,DAL,2004-04-02,3,0 days 00:17:53.000000000,,,,,0 days 00:02:07.000000000
20032004,360,L.A,2003-12-02,3,0 days 00:18:11.000000000,,0 days 00:18:38.000000000,,0 days 00:00:27.000000000,
20032004,858,MTL,2004-02-14,3,0 days 00:18:04.000000000,,0 days 00:18:58.000000000,,0 days 00:00:54.000000000,
20032004,622,OTT,2004-01-09,3,0 days 00:18:56.000000000,,,,,0 days 00:01:04.000000000
20032004,788,PHX,2004-01-31,3,0 days 00:18:52.000000000,,,,,0 days 00:01:08.000000000
20032004,272,WSH,2003-11-20,3,0 days 00:18:56.000000000,,,,,0 days 00:01:04.000000000
20032004,767,STL,2004-01-29,3,0 days 00:17:36.000000000,,,,,0 days 00:02:24.000000000
20032004,337,CHI,2003-11-29,3,0 days 00:19:08.000000000,,,,,0 days 00:00:52.000000000
20032004,623,MIN,2004-01-09,3,0 days 00:19:49.000000000,,,,,0 days 00:00:11.000000000
20032004,789,L.A,2004-01-31,3,0 days 00:18:20.000000000,0 days 00:18:50.000000000,,0 days 00:00:30.000000000,,
20032004,789,EDM,2004-01-31,3,0 days 00:19:54.000000000,,0 days 00:19:54.000000000,,0 days 00:00:00.000000000,
20032004,273,NYI,2003-11-20,3,0 days 00:18:23.000000000,0 days 00:18:36.000000000,,0 days 00:00:13.000000000,,
20032004,273,NYI,2003-11-20,3,0 days 00:19:16.000000000,,,,,0 days 00:00:44.000000000
20032004,1180,T.B,2004-03-29,3,0 days 00:19:05.000000000,0 days 00:19:32.000000000,,0 days 00:00:27.000000000,,
20032004,1211,L.A,2004-04-02,3,0 days 00:19:16.000000000,,,,,0 days 00:00:44.000000000
20032004,674,PIT,2004-01-16,3,0 days 00:18:59.000000000,,,,,0 days 00:01:01.000000000
20032004,361,S.J,2003-12-02,3,0 days 00:19:44.000000000,,0 days 00:19:49.000000000,,0 days 00:00:05.000000000,
20032004,418,T.B,2003-12-11,3,0 days 00:18:53.000000000,,,,,0 days 00:01:07.000000000
20032004,1138,NSH,2004-03-23,3,0 days 00:17:50.000000000,,0 days 00:18:47.000000000,,0 days 00:00:57.000000000,
20032004,1138,NSH,2004-03-23,3,0 days 00:19:28.000000000,,,,,0 days 00:00:32.000000000
20032004,1207,CBJ,2004-04-02,3,0 days 00:19:18.000000000,,0 days 00:19:54.000000000,,0 days 00:00:36.000000000,
20032004,232,MIN,2003-11-13,3,0 days 00:19:28.000000000,,,,,0 days 00:00:32.000000000
20032004,770,PHX,2004-01-29,3,0 days 00:17:25.000000000,,0 days 00:19:01.000000000,,0 days 00:01:36.000000000,
20032004,1196,DAL,2004-03-31,3,0 days 00:18:46.000000000,,,,,0 days 00:01:14.000000000
20032004,459,DET,2003-12-17,3,0 days 00:19:02.000000000,0 days 00:19:41.000000000,,0 days 00:00:39.000000000,,
20032004,834,S.J,2004-02-11,3,0 days 00:18:36.000000000,,,,,0 days 00:01:24.000000000
20032004,567,T.B,2004-01-02,3,0 days 00:18:08.000000000,,0 days 00:18:50.000000000,,0 days 00:00:42.000000000,
20032004,567,T.B,2004-01-02,3,0 days 00:19:00.000000000,,,,,0 days 00:01:00.000000000
20032004,422,CAR,2003-12-11,3,0 days 00:18:59.000000000,,,,,0 days 00:01:01.000000000
20032004,1047,TOR,2004-03-11,3,0 days 00:18:48.000000000,,,,,0 days 00:01:12.000000000
20032004,971,PHI,2004-02-29,3,0 days 00:18:55.000000000,,,,,0 days 00:01:05.000000000
20032004,619,S.J,2004-01-08,3,0 days 00:18:25.000000000,0 days 00:19:03.000000000,,0 days 00:00:38.000000000,,
20032004,863,VAN,2004-02-14,3,0 days 00:18:45.000000000,,,,,0 days 00:01:15.000000000
20032004,475,CHI,2003-12-19,3,0 days 00:18:52.000000000,0 days 00:19:49.000000000,,0 days 00:00:57.000000000,,
20032004,875,EDM,2004-02-16,3,0 days 00:19:06.000000000,,,,,0 days 00:00:54.000000000
20032004,526,BOS,2003-12-27,3,0 days 00:19:16.000000000,,,,,0 days 00:00:44.000000000
20032004,1143,WSH,2004-03-24,3,0 days 00:18:35.000000000,,,,,0 days 00:01:25.000000000
20032004,199,WSH,2003-11-08,3,0 days 00:19:03.000000000,,,,,0 days 00:00:57.000000000
20032004,658,ATL,2004-01-14,3,0 days 00:18:48.000000000,,,,,0 days 00:01:12.000000000
20032004,1114,NYR,2004-03-20,3,0 days 00:18:49.000000000,,0 days 00:19:15.000000000,,0 days 00:00:26.000000000,
20032004,571,MIN,2004-01-02,3,0 days 00:18:49.000000000,,,,,0 days 00:01:11.000000000
20032004,79,EDM,2003-10-21,3,0 days 00:18:27.000000000,,0 days 00:19:52.000000000,,0 days 00:01:25.000000000,
20032004,1051,OTT,2004-03-11,3,0 days 00:19:07.000000000,,0 days 00:19:52.000000000,,0 days 00:00:45.000000000,
20032004,434,ATL,2003-12-13,3,0 days 00:18:43.000000000,,0 days 00:19:05.000000000,,0 days 00:00:22.000000000,
20032004,443,ANA,2003-12-13,3,0 days 00:18:45.000000000,,,,,0 days 00:01:15.000000000
20032004,1026,CBJ,2004-03-08,3,0 days 00:18:32.000000000,,0 days 00:19:44.000000000,,0 days 00:01:12.000000000,
20032004,855,DET,2004-02-14,3,0 days 00:18:40.000000000,,0 days 00:19:23.000000000,,0 days 00:00:43.000000000,
20032004,506,FLA,2003-12-23,3,0 days 00:18:13.000000000,,,,,0 days 00:01:47.000000000
20032004,1163,COL,2004-03-27,3,0 days 00:18:20.000000000,,,,,0 days 00:01:40.000000000
20032004,785,ATL,2004-01-31,3,0 days 00:18:26.000000000,,0 days 00:19:37.000000000,,0 days 00:01:11.000000000,
20032004,290,EDM,2003-11-22,3,0 days 00:19:04.000000000,,,,,0 days 00:00:56.000000000
20032004,1134,CAR,2004-03-23,3,0 days 00:18:32.000000000,,,,,0 days 00:01:28.000000000
20032004,802,OTT,2004-02-03,3,0 days 00:19:25.000000000,,,,,0 days 00:00:35.000000000
20032004,59,N.J,2003-10-18,3,0 days 00:19:05.000000000,,,,,0 days 00:00:55.000000000
20032004,382,MIN,2003-12-05,3,0 days 00:19:58.000000000,,,,,0 days 00:00:02.000000000
20032004,697,VAN,2004-01-19,3,0 days 00:18:54.000000000,,,,,0 days 00:01:06.000000000
20032004,951,FLA,2004-02-27,3,0 days 00:18:21.000000000,,0 days 00:19:50.000000000,,0 days 00:01:29.000000000,
20032004,547,NSH,2003-12-29,3,0 days 00:18:32.000000000,,0 days 00:19:08.000000000,,0 days 00:00:36.000000000,
20032004,1088,CBJ,2004-03-16,3,0 days 00:19:50.000000000,,,,,0 days 00:00:10.000000000
20032004,1122,L.A,2004-03-20,3,0 days 00:16:53.000000000,0 days 00:17:09.000000000,,0 days 00:00:16.000000000,,
20032004,1122,L.A,2004-03-20,3,0 days 00:18:30.000000000,,0 days 00:19:48.000000000,,0 days 00:01:18.000000000,
20032004,681,STL,2004-01-17,3,0 days 00:17:45.000000000,0 days 00:18:23.000000000,,0 days 00:00:38.000000000,,
20032004,1175,ANA,2004-03-28,3,0 days 00:19:13.000000000,,,,,0 days 00:00:47.000000000
20032004,140,DET,2003-10-30,3,0 days 00:18:27.000000000,,0 days 00:18:44.000000000,,0 days 00:00:17.000000000,
20032004,843,CBJ,2004-02-12,3,0 days 00:19:00.000000000,,0 days 00:19:37.000000000,,0 days 00:00:37.000000000,
20032004,793,VAN,2004-02-02,3,0 days 00:18:41.000000000,,,,,0 days 00:01:19.000000000
20032004,838,VAN,2004-02-11,3,0 days 00:19:14.000000000,,,,,0 days 00:00:46.000000000
20032004,8,CAR,2003-10-09,3,0 days 00:18:41.000000000,,0 days 00:19:11.000000000,,0 days 00:00:30.000000000,
20032004,8,CAR,2003-10-09,3,0 days 00:19:18.000000000,,,,,0 days 00:00:42.000000000
20032004,584,N.J,2004-01-03,3,0 days 00:18:54.000000000,0 days 00:19:36.000000000,,0 days 00:00:42.000000000,,
20032004,584,N.J,2004-01-03,3,0 days 00:19:45.000000000,,,,,0 days 00:00:15.000000000
20032004,707,STL,2004-01-21,3,0 days 00:17:47.000000000,,,,,0 days 00:02:13.000000000
20032004,357,NYR,2003-12-02,3,0 days 00:18:38.000000000,,,,,0 days 00:01:22.000000000
20032004,642,BUF,2004-01-12,3,0 days 00:19:17.000000000,,,,,0 days 00:00:43.000000000
20032004,1159,PIT,2004-03-26,3,0 days 00:16:30.000000000,,0 days 00:16:30.000000000,,0 days 00:00:00.000000000,
20032004,183,BOS,2003-11-06,3,0 days 00:19:00.000000000,0 days 00:19:46.000000000,,0 days 00:00:46.000000000,,
20032004,479,NYI,2003-12-20,3,0 days 00:18:51.000000000,,,,,0 days 00:01:09.000000000
20032004,750,CBJ,2004-01-27,3,0 days 00:18:37.000000000,,0 days 00:18:44.000000000,,0 days 00:00:07.000000000,
20032004,750,CBJ,2004-01-27,3,0 days 00:19:44.000000000,,,,,0 days 00:00:16.000000000
20032004,615,COL,2004-01-08,3,0 days 00:19:14.000000000,0 days 00:19:45.000000000,,0 days 00:00:31.000000000,,
20032004,480,MTL,2003-12-20,3,0 days 00:19:31.000000000,,0 days 00:19:59.000000000,,0 days 00:00:28.000000000,
20032004,22,WSH,2003-10-11,3,0 days 00:19:15.000000000,,,,,0 days 00:00:45.000000000
20032004,896,PHI,2004-02-19,3,0 days 00:19:24.000000000,,,,,0 days 00:00:36.000000000
20032004,195,EDM,2003-11-08,3,0 days 00:18:59.000000000,,0 days 00:19:10.000000000,,0 days 00:00:11.000000000,
20032004,75,BUF,2003-10-20,3,0 days 00:16:12.000000000,,,,,0 days 00:03:48.000000000
20032004,984,STL,2004-03-02,3,0 days 00:18:56.000000000,,0 days 00:19:26.000000000,,0 days 00:00:30.000000000,
20032004,438,T.B,2003-12-13,3,0 days 00:18:48.000000000,,0 days 00:19:55.000000000,,0 days 00:01:07.000000000,
20032004,341,PIT,2003-11-29,3,0 days 00:19:25.000000000,,,,,0 days 00:00:35.000000000
20032004,711,PHX,2004-01-21,3,0 days 00:19:47.000000000,,,,,0 days 00:00:13.000000000
20032004,654,FLA,2004-01-13,3,0 days 00:19:02.000000000,,,,,0 days 00:00:58.000000000
20032004,825,TOR,2004-02-10,3,0 days 00:18:54.000000000,0 days 00:19:15.000000000,,0 days 00:00:21.000000000,,
20032004,1113,T.B,2004-03-20,3,0 days 00:18:35.000000000,,,,,0 days 00:01:25.000000000
20032004,599,STL,2004-01-06,3,0 days 00:19:48.000000000,,,,,0 days 00:00:12.000000000
20032004,433,OTT,2003-12-13,3,0 days 00:19:03.000000000,,,,,0 days 00:00:57.000000000
20032004,521,TOR,2003-12-27,3,0 days 00:18:48.000000000,,0 days 00:19:53.000000000,,0 days 00:01:05.000000000,
20032004,29,CHI,2003-10-12,3,0 days 00:19:35.000000000,,,,,0 days 00:00:25.000000000
20032004,872,FLA,2004-02-16,3,0 days 00:18:00.000000000,0 days 00:19:10.000000000,,0 days 00:01:10.000000000,,
20032004,872,FLA,2004-02-16,3,0 days 00:19:48.000000000,,0 days 00:19:59.000000000,,0 days 00:00:11.000000000,
20032004,937,ATL,2004-02-25,3,0 days 00:19:04.000000000,,0 days 00:19:33.000000000,,0 days 00:00:29.000000000,
20032004,464,CAR,2003-12-18,3,0 days 00:18:37.000000000,0 days 00:18:50.000000000,,0 days 00:00:13.000000000,,
20032004,1001,OTT,2004-03-05,3,0 days 00:18:15.000000000,0 days 00:19:47.000000000,,0 days 00:01:32.000000000,,
20032004,608,CHI,2004-01-07,3,0 days 00:18:09.000000000,,0 days 00:18:31.000000000,,0 days 00:00:22.000000000,
20032004,537,BUF,2003-12-29,3,0 days 00:19:03.000000000,,,,,0 days 00:00:57.000000000
20032004,1017,PHI,2004-03-06,3,0 days 00:19:33.000000000,0 days 00:19:34.000000000,,0 days 00:00:01.000000000,,
20032004,921,BOS,2004-02-23,3,0 days 00:18:40.000000000,,,,,0 days 00:01:20.000000000
20032004,1105,L.A,2004-03-18,3,0 days 00:18:33.000000000,,0 days 00:18:54.000000000,,0 days 00:00:21.000000000,
20032004,1105,L.A,2004-03-18,3,0 days 00:19:11.000000000,,,,,0 days 00:00:49.000000000
20032004,130,WSH,2003-10-29,3,0 days 00:18:21.000000000,,,,,0 days 00:01:39.000000000
20032004,833,N.J,2004-02-11,3,0 days 00:18:32.000000000,,,,,0 days 00:01:28.000000000
20032004,87,PHI,2003-10-22,3,0 days 00:18:51.000000000,0 days 00:19:59.000000000,,0 days 00:01:08.000000000,,
20032004,3,MIN,2003-10-08,3,0 days 00:19:01.000000000,,,,,0 days 00:00:59.000000000
20032004,1040,CAR,2004-03-10,3,0 days 00:19:01.000000000,,0 days 00:19:12.000000000,,0 days 00:00:11.000000000,
20032004,219,S.J,2003-11-11,3,0 days 00:19:12.000000000,,,,,0 days 00:00:48.000000000
20032004,13,PIT,2003-10-10,3,0 days 00:18:52.000000000,,0 days 00:19:22.000000000,,0 days 00:00:30.000000000,
20032004,798,ATL,2004-02-03,3,0 days 00:18:37.000000000,,,,,0 days 00:01:23.000000000
20032004,632,STL,2004-01-10,3,0 days 00:17:56.000000000,,,,,0 days 00:02:04.000000000
20032004,327,CAR,2003-11-28,3,0 days 00:19:01.000000000,,0 days 00:19:09.000000000,,0 days 00:00:08.000000000,
20032004,327,CAR,2003-11-28,3,0 days 00:19:24.000000000,,,,,0 days 00:00:36.000000000
20032004,777,PIT,2004-01-31,3,0 days 00:19:20.000000000,,0 days 00:19:44.000000000,,0 days 00:00:24.000000000,
20032004,409,NYR,2003-12-10,3,0 days 00:19:03.000000000,,,,,0 days 00:00:57.000000000
20032004,665,CBJ,2004-01-15,3,0 days 00:19:15.000000000,,0 days 00:19:35.000000000,,0 days 00:00:20.000000000,
20032004,1200,FLA,2004-04-01,3,0 days 00:18:32.000000000,,,,,0 days 00:01:28.000000000
20032004,720,EDM,2004-01-22,3,0 days 00:19:13.000000000,,,,,0 days 00:00:47.000000000
20032004,370,PHX,2003-12-04,3,0 days 00:15:43.000000000,0 days 00:15:57.000000000,,0 days 00:00:14.000000000,,
20032004,370,BUF,2003-12-04,3,0 days 00:18:58.000000000,,,,,0 days 00:01:02.000000000
20032004,1095,CHI,2004-03-17,3,0 days 00:18:50.000000000,,,,,0 days 00:01:10.000000000
20032004,1216,PHX,2004-04-03,3,0 days 00:19:00.000000000,0 days 00:19:01.000000000,,0 days 00:00:01.000000000,,
20032004,736,DET,2004-01-24,3,0 days 00:17:51.000000000,,0 days 00:19:31.000000000,,0 days 00:01:40.000000000,
20032004,1187,CAR,2004-03-30,3,0 days 00:18:35.000000000,,,,,0 days 00:01:25.000000000
20032004,448,PHX,2003-12-15,3,0 days 00:18:49.000000000,,0 days 00:19:13.000000000,,0 days 00:00:24.000000000,
20032004,448,PHX,2003-12-15,3,0 days 00:19:19.000000000,,0 days 00:19:29.000000000,,0 days 00:00:10.000000000,
20032004,1168,NYI,2004-03-27,3,0 days 00:19:29.000000000,,,,,0 days 00:00:31.000000000
20032004,624,ANA,2004-01-09,3,0 days 00:18:31.000000000,,0 days 00:19:25.000000000,,0 days 00:00:54.000000000,
20032004,761,CGY,2004-01-28,3,0 days 00:19:25.000000000,,0 days 00:19:50.000000000,,0 days 00:00:25.000000000,
20032004,203,FLA,2003-11-08,3,0 days 00:18:22.000000000,,,,,0 days 00:01:38.000000000
20032004,653,ANA,2004-01-13,3,0 days 00:19:13.000000000,,,,,0 days 00:00:47.000000000
20032004,829,MIN,2004-02-10,3,0 days 00:19:12.000000000,,0 days 00:19:34.000000000,,0 days 00:00:22.000000000,
20032004,741,CAR,2004-01-25,3,0 days 00:18:47.000000000,,,,,0 days 00:01:13.000000000
20032004,311,STL,2003-11-25,3,0 days 00:19:10.000000000,0 days 00:19:31.000000000,,0 days 00:00:21.000000000,,
20032004,1148,PHI,2004-03-25,3,0 days 00:18:59.000000000,,,,,0 days 00:01:01.000000000
20032004,192,CGY,2003-11-07,3,0 days 00:19:21.000000000,,,,,0 days 00:00:39.000000000
20032004,468,NYI,2003-12-18,3,0 days 00:18:31.000000000,0 days 00:19:15.000000000,,0 days 00:00:44.000000000,,
20032004,468,NYI,2003-12-18,3,0 days 00:19:28.000000000,,,,,0 days 00:00:32.000000000
20032004,891,NYI,2004-02-19,3,0 days 00:16:06.000000000,,,,,0 days 00:03:54.000000000
20032004,307,T.B,2003-11-25,3,0 days 00:17:11.000000000,,,,,0 days 00:02:49.000000000
20032004,242,L.A,2003-11-15,3,0 days 00:19:06.000000000,,,,,0 days 00:00:54.000000000
20032004,33,DAL,2003-10-13,3,0 days 00:18:35.000000000,,,,,0 days 00:01:25.000000000
20032004,700,CAR,2004-01-20,3,0 days 00:18:42.000000000,,0 days 00:19:57.000000000,,0 days 00:01:15.000000000,
20032004,350,NYR,2003-11-30,3,0 days 00:18:35.000000000,,,,,0 days 00:01:25.000000000
20032004,645,MIN,2004-01-12,3,0 days 00:19:38.000000000,0 days 00:19:46.000000000,,0 days 00:00:08.000000000,,
20032004,215,NYI,2003-11-11,3,0 days 00:18:30.000000000,,,,,0 days 00:01:30.000000000
20032004,64,CGY,2003-10-18,3,0 days 00:19:00.000000000,,,,,0 days 00:01:00.000000000
20032004,1109,FLA,2004-03-19,3,0 days 00:19:36.000000000,,0 days 00:19:36.000000000,,0 days 00:00:00.000000000,
20032004,429,BUF,2003-12-12,3,0 days 00:18:11.000000000,,,,,0 days 00:01:49.000000000
20032004,794,PHI,2004-02-02,3,0 days 00:18:35.000000000,,,,,0 days 00:01:25.000000000
20032004,281,PIT,2003-11-21,3,0 days 00:18:50.000000000,0 days 00:19:33.000000000,,0 days 00:00:43.000000000,,
20032004,1037,PHX,2004-03-09,3,0 days 00:18:54.000000000,,,,,0 days 00:01:06.000000000
20032004,844,BOS,2004-02-12,3,0 days 00:18:58.000000000,0 days 00:19:19.000000000,,0 days 00:00:21.000000000,,
20032004,147,COL,2003-11-01,3,0 days 00:18:39.000000000,,,,,0 days 00:01:21.000000000
20032004,517,CHI,2003-12-26,3,0 days 00:17:50.000000000,,0 days 00:18:01.000000000,,0 days 00:00:11.000000000,
20032004,669,VAN,2004-01-15,3,0 days 00:18:11.000000000,,,,,0 days 00:01:49.000000000
20032004,686,PIT,2004-01-18,3,0 days 00:19:31.000000000,,,,,0 days 00:00:29.000000000
20032004,956,PIT,2004-02-27,3,0 days 00:18:32.000000000,,,,,0 days 00:01:28.000000000
