season,game_number,team_name,date,pull_period,pull_time,goal_for_time,goal_against_time,game_end_time,goal_for_timedelta,goal_against_timedelta,game_end_timedelta
20122013,1,PHI,2013-01-19,3,0 days 00:19:08.000000000,,0 days 00:19:48.000000000,,,0 days 00:00:40.000000000,
20122013,1,PHI,2013-01-19,3,0 days 00:19:48.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:12.000000000
20122013,3,L.A,2013-01-19,3,0 days 00:19:24.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:36.000000000
20122013,5,MTL,2013-01-19,3,0 days 00:18:45.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:14.500000000
20122013,6,NYI,2013-01-19,3,0 days 00:19:00.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:00.000000000
20122013,11,PHX,2013-01-19,3,0 days 00:18:53.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:07.000000000
20122013,12,COL,2013-01-19,3,0 days 00:18:47.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:12.500000000
20122013,14,PHI,2013-01-20,3,0 days 00:18:31.000000000,,0 days 00:19:12.000000000,,,0 days 00:00:41.000000000,
20122013,15,NYR,2013-01-20,3,0 days 00:18:02.000000000,,0 days 00:18:08.000000000,,,0 days 00:00:06.000000000,
20122013,17,DAL,2013-01-20,3,0 days 00:19:08.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:52.000000000
20122013,21,T.B,2013-01-21,3,0 days 00:19:42.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:18.000000000
20122013,23,TOR,2013-01-21,3,0 days 00:17:30.000000000,0 days 00:18:18.000000000,,,0 days 00:00:48.000000000,,
20122013,23,TOR,2013-01-21,3,0 days 00:19:25.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:35.000000000
20122013,26,CGY,2013-01-21,3,0 days 00:19:07.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:53.000000000
20122013,27,WSH,2013-01-22,3,0 days 00:19:12.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:47.500000000
20122013,31,DET,2013-01-22,3,0 days 00:18:17.500000000,0 days 00:19:56.000000000,,,0 days 00:01:38.500000000,,
20122013,33,STL,2013-01-22,3,0 days 00:18:48.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:12.000000000
20122013,34,L.A,2013-01-22,3,0 days 00:18:16.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:44.000000000
20122013,40,TOR,2013-01-24,3,0 days 00:17:55.000000000,,0 days 00:18:50.000000000,,,0 days 00:00:55.000000000,
20122013,40,TOR,2013-01-24,3,0 days 00:19:10.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:49.500000000
20122013,41,NYR,2013-01-24,3,0 days 00:18:45.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:15.000000000
20122013,43,BUF,2013-01-24,3,0 days 00:18:23.500000000,,0 days 00:18:32.000000000,,,0 days 00:00:08.500000000,
20122013,44,FLA,2013-01-24,3,0 days 00:18:03.000000000,,0 days 00:18:44.000000000,,,0 days 00:00:41.000000000,
20122013,44,FLA,2013-01-24,3,0 days 00:18:56.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:04.000000000
20122013,48,EDM,2013-01-24,3,0 days 00:19:05.500000000,0 days 00:19:55.000000000,,,0 days 00:00:49.500000000,,
20122013,49,PHX,2013-01-24,3,0 days 00:19:08.500000000,,0 days 00:19:57.000000000,,,0 days 00:00:48.500000000,
20122013,50,NYI,2013-01-25,3,0 days 00:17:52.000000000,,,0 days 00:20:00.000000000,,,0 days 00:02:08.000000000
20122013,51,BUF,2013-01-25,3,0 days 00:18:54.500000000,,0 days 00:19:34.000000000,,,0 days 00:00:39.500000000,
20122013,53,OTT,2013-01-25,3,0 days 00:18:57.000000000,,0 days 00:19:18.000000000,,,0 days 00:00:21.000000000,
20122013,54,MIN,2013-01-25,3,0 days 00:18:01.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:58.500000000
20122013,55,PIT,2013-01-25,3,0 days 00:18:19.500000000,,0 days 00:18:52.000000000,,,0 days 00:00:32.500000000,
20122013,55,PIT,2013-01-25,3,0 days 00:19:34.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:26.000000000
20122013,58,TOR,2013-01-26,3,0 days 00:18:23.000000000,,0 days 00:18:45.000000000,,,0 days 00:00:22.000000000,
20122013,58,TOR,2013-01-26,3,0 days 00:18:59.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:00.500000000
20122013,59,CBJ,2013-01-26,3,0 days 00:17:27.000000000,0 days 00:17:41.000000000,,,0 days 00:00:14.000000000,,
20122013,59,CBJ,2013-01-26,3,0 days 00:19:01.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:58.500000000
20122013,61,DAL,2013-01-26,3,0 days 00:18:22.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:38.000000000
20122013,62,PHX,2013-01-26,3,0 days 00:18:00.000000000,,,0 days 00:20:00.000000000,,,0 days 00:02:00.000000000
20122013,63,EDM,2013-01-26,3,0 days 00:18:25.000000000,0 days 00:19:58.000000000,,,0 days 00:01:33.000000000,,
20122013,65,BUF,2013-01-27,3,0 days 00:18:44.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:15.500000000
20122013,73,CAR,2013-01-28,3,0 days 00:19:27.000000000,,0 days 00:19:52.000000000,,,0 days 00:00:25.000000000,
20122013,76,COL,2013-01-28,3,0 days 00:18:42.500000000,,0 days 00:19:27.000000000,,,0 days 00:00:44.500000000,
20122013,77,L.A,2013-01-28,3,0 days 00:18:54.500000000,0 days 00:19:16.000000000,,,0 days 00:00:21.500000000,,
20122013,80,PHI,2013-01-29,3,0 days 00:18:48.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:11.500000000
20122013,81,WPG,2013-01-29,3,0 days 00:19:17.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:43.000000000
20122013,82,WSH,2013-01-29,3,0 days 00:18:28.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:31.500000000
20122013,86,CBJ,2013-01-29,3,0 days 00:18:46.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:14.000000000
20122013,90,PHX,2013-01-30,3,0 days 00:18:32.000000000,0 days 00:19:41.000000000,,,0 days 00:01:09.000000000,,
20122013,92,BOS,2013-01-31,3,0 days 00:18:43.000000000,,0 days 00:19:46.000000000,,,0 days 00:01:03.000000000,
20122013,93,WSH,2013-01-31,3,0 days 00:19:29.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:31.000000000
20122013,96,CBJ,2013-01-31,3,0 days 00:18:21.500000000,,0 days 00:19:39.000000000,,,0 days 00:01:17.500000000,
20122013,97,WPG,2013-01-31,3,0 days 00:18:03.000000000,,0 days 00:18:32.000000000,,,0 days 00:00:29.000000000,
20122013,98,CGY,2013-01-31,3,0 days 00:18:59.000000000,,0 days 00:19:12.000000000,,,0 days 00:00:13.000000000,
20122013,101,PHI,2013-02-01,3,0 days 00:19:41.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:19.000000000
20122013,102,OTT,2013-02-01,3,0 days 00:18:41.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:19.000000000
20122013,104,DET,2013-02-01,3,0 days 00:04:24.500000000,0 days 00:04:31.000000000,,,0 days 00:00:06.500000000,,
20122013,104,STL,2013-02-01,3,0 days 00:18:28.000000000,,0 days 00:19:47.000000000,,,0 days 00:01:19.000000000,
20122013,110,EDM,2013-02-02,3,0 days 00:17:32.500000000,,0 days 00:18:50.000000000,,,0 days 00:01:17.500000000,
20122013,110,EDM,2013-02-02,3,0 days 00:19:49.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:11.000000000
20122013,111,TOR,2013-02-02,3,0 days 00:19:40.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:19.500000000
20122013,113,T.B,2013-02-02,3,0 days 00:18:02.500000000,0 days 00:19:39.000000000,,,0 days 00:01:36.500000000,,
20122013,113,T.B,2013-02-02,3,0 days 00:19:39.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:21.000000000
20122013,115,DAL,2013-02-02,3,0 days 00:19:35.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:25.000000000
20122013,116,CHI,2013-02-02,3,0 days 00:19:34.500000000,0 days 00:19:57.000000000,,,0 days 00:00:22.500000000,,
20122013,117,L.A,2013-02-02,3,0 days 00:16:54.000000000,,0 days 00:17:54.000000000,,,0 days 00:01:00.000000000,
20122013,120,OTT,2013-02-03,3,0 days 00:18:31.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:29.000000000
20122013,121,BUF,2013-02-03,3,0 days 00:19:14.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:45.500000000
20122013,122,NYI,2013-02-03,3,0 days 00:17:52.500000000,,0 days 00:19:38.000000000,,,0 days 00:01:45.500000000,
20122013,124,COL,2013-02-04,3,0 days 00:19:10.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:49.500000000
20122013,125,MIN,2013-02-04,3,0 days 00:18:53.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:07.000000000
20122013,127,S.J,2013-02-04,3,0 days 00:18:45.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:15.000000000
20122013,129,NYI,2013-02-05,3,0 days 00:19:13.500000000,,0 days 00:19:21.000000000,,,0 days 00:00:07.500000000,
20122013,130,WSH,2013-02-05,3,0 days 00:18:46.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:13.500000000
20122013,133,T.B,2013-02-05,3,0 days 00:18:34.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:26.000000000
20122013,137,S.J,2013-02-05,3,0 days 00:18:30.500000000,,0 days 00:18:48.000000000,,,0 days 00:00:17.500000000,
20122013,138,MTL,2013-02-06,3,0 days 00:19:05.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:55.000000000
20122013,141,BUF,2013-02-07,3,0 days 00:18:39.500000000,0 days 00:19:58.000000000,,,0 days 00:01:18.500000000,,
20122013,142,T.B,2013-02-07,3,0 days 00:19:41.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:18.500000000
20122013,143,NYI,2013-02-07,3,0 days 00:17:39.000000000,,0 days 00:17:52.000000000,,,0 days 00:00:13.000000000,
20122013,148,WPG,2013-02-07,3,0 days 00:19:09.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:50.500000000
20122013,153,ANA,2013-02-08,3,0 days 00:19:52.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:08.000000000
20122013,154,T.B,2013-04-25,3,0 days 00:19:05.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:55.000000000
20122013,155,PIT,2013-02-09,3,0 days 00:18:18.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:42.000000000
20122013,157,OTT,2013-02-09,3,0 days 00:18:53.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:07.000000000
20122013,158,EDM,2013-02-09,3,0 days 00:19:44.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:16.000000000
20122013,161,NYI,2013-02-09,3,0 days 00:19:34.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:26.000000000
20122013,166,L.A,2013-02-10,3,0 days 00:18:50.500000000,0 days 00:19:07.000000000,,,0 days 00:00:16.500000000,,
20122013,167,CBJ,2013-02-10,3,0 days 00:18:26.000000000,,0 days 00:19:47.000000000,,,0 days 00:01:21.000000000,
20122013,168,BUF,2013-02-10,3,0 days 00:18:28.500000000,,0 days 00:19:11.000000000,,,0 days 00:00:42.500000000,
20122013,168,BUF,2013-02-10,3,0 days 00:19:25.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:35.000000000
20122013,170,PIT,2013-02-10,3,0 days 00:18:36.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:23.500000000
20122013,173,NYI,2013-02-11,3,0 days 00:19:32.500000000,,0 days 00:19:49.000000000,,,0 days 00:00:16.500000000,
20122013,178,N.J,2013-02-12,3,0 days 00:18:53.500000000,,0 days 00:19:26.000000000,,,0 days 00:00:32.500000000,
20122013,178,N.J,2013-02-12,3,0 days 00:19:26.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:34.000000000
20122013,179,BOS,2013-02-12,3,0 days 00:18:11.500000000,0 days 00:18:29.000000000,,,0 days 00:00:17.500000000,,
20122013,179,BOS,2013-02-12,3,0 days 00:18:35.000000000,0 days 00:19:17.000000000,,,0 days 00:00:42.000000000,,
20122013,181,T.B,2013-02-12,3,0 days 00:18:07.500000000,0 days 00:18:17.000000000,,,0 days 00:00:09.500000000,,
20122013,181,T.B,2013-02-12,3,0 days 00:18:56.000000000,0 days 00:19:16.000000000,,,0 days 00:00:20.000000000,,
20122013,183,WPG,2013-02-12,3,0 days 00:18:48.000000000,0 days 00:19:13.000000000,,,0 days 00:00:25.000000000,,
20122013,183,WPG,2013-02-12,3,0 days 00:19:32.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:28.000000000
20122013,187,MIN,2013-02-12,3,0 days 00:18:48.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:12.000000000
20122013,190,DAL,2013-02-13,3,0 days 00:18:19.000000000,,0 days 00:18:34.000000000,,,0 days 00:00:15.000000000,
20122013,192,TOR,2013-02-14,3,0 days 00:18:24.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:36.000000000
20122013,193,T.B,2013-02-14,3,0 days 00:19:01.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:58.500000000
20122013,197,BOS,2013-02-15,3,0 days 00:18:14.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:46.000000000
20122013,198,PHI,2013-02-15,3,0 days 00:18:04.500000000,,0 days 00:18:24.000000000,,,0 days 00:00:19.500000000,
20122013,198,PHI,2013-02-15,3,0 days 00:18:48.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:11.500000000
20122013,199,WPG,2013-02-15,3,0 days 00:18:04.000000000,0 days 00:18:25.000000000,,,0 days 00:00:21.000000000,,
20122013,199,WPG,2013-02-15,3,0 days 00:18:36.500000000,,0 days 00:19:32.000000000,,,0 days 00:00:55.500000000,
20122013,200,DET,2013-02-15,3,0 days 00:16:32.000000000,,0 days 00:18:11.000000000,,,0 days 00:01:39.000000000,
20122013,203,VAN,2013-02-15,3,0 days 00:18:48.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:12.000000000
20122013,204,CBJ,2013-02-15,3,0 days 00:19:02.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:58.000000000
20122013,205,OTT,2013-02-16,3,0 days 00:19:10.000000000,,0 days 00:19:22.000000000,,,0 days 00:00:12.000000000,
20122013,206,PHI,2013-02-16,3,0 days 00:18:05.500000000,,0 days 00:18:56.000000000,,,0 days 00:00:50.500000000,
20122013,208,FLA,2013-02-16,3,0 days 00:03:04.000000000,0 days 00:03:24.000000000,,,0 days 00:00:20.000000000,,
20122013,208,T.B,2013-02-16,3,0 days 00:19:21.500000000,0 days 00:19:49.000000000,,,0 days 00:00:27.500000000,,
20122013,210,CBJ,2013-02-16,3,0 days 00:18:42.000000000,,0 days 00:18:56.000000000,,,0 days 00:00:14.000000000,
20122013,211,COL,2013-02-16,3,0 days 00:18:38.500000000,,0 days 00:18:51.000000000,,,0 days 00:00:12.500000000,
20122013,211,COL,2013-02-16,3,0 days 00:19:20.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:39.500000000
20122013,213,L.A,2013-02-17,3,0 days 00:18:47.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:12.500000000
20122013,214,WPG,2013-02-17,3,0 days 00:19:20.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:40.000000000
20122013,215,DAL,2013-02-17,3,0 days 00:18:42.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:17.500000000
20122013,216,DET,2013-02-17,3,0 days 00:18:43.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:16.500000000
20122013,217,WSH,2013-02-17,3,0 days 00:18:31.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:29.000000000
20122013,221,NSH,2013-02-18,3,0 days 00:17:52.500000000,0 days 00:18:42.000000000,,,0 days 00:00:49.500000000,,
20122013,221,NSH,2013-02-18,3,0 days 00:18:51.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:09.000000000
20122013,225,CBJ,2013-02-18,3,0 days 00:19:04.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:56.000000000
20122013,226,BUF,2013-02-19,3,0 days 00:18:17.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:43.000000000
20122013,227,NYR,2013-02-19,3,0 days 00:18:11.000000000,,0 days 00:18:54.000000000,,,0 days 00:00:43.000000000,
20122013,229,TOR,2013-02-19,3,0 days 00:17:18.500000000,,,0 days 00:20:00.000000000,,,0 days 00:02:41.500000000
20122013,230,STL,2013-02-19,3,0 days 00:19:26.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:34.000000000
20122013,232,VAN,2013-02-19,3,0 days 00:18:27.000000000,0 days 00:18:59.000000000,,,0 days 00:00:32.000000000,,
20122013,233,EDM,2013-02-19,3,0 days 00:19:22.000000000,,0 days 00:19:38.000000000,,,0 days 00:00:16.000000000,
20122013,234,PIT,2013-02-20,3,0 days 00:19:14.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:45.500000000
20122013,236,CGY,2013-02-20,3,0 days 00:18:51.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:08.500000000
20122013,237,BUF,2013-02-21,3,0 days 00:17:35.000000000,,,0 days 00:20:00.000000000,,,0 days 00:02:25.000000000
20122013,239,WSH,2013-02-21,3,0 days 00:18:27.500000000,,,0 days 00:20:00.000000000,,,0 days 00:01:32.500000000
20122013,240,CAR,2013-02-21,3,0 days 00:19:44.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:16.000000000
20122013,243,T.B,2013-02-21,3,0 days 00:18:28.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:32.000000000
20122013,244,DET,2013-02-21,3,0 days 00:19:35.000000000,,,0 days 00:20:00.000000000,,,0 days 00:00:25.000000000
20122013,246,EDM,2013-02-21,3,0 days 00:19:29.500000000,,,0 days 00:20:00.000000000,,,0 days 00:00:30.500000000
20122013,247,FLA,2013-02-22,3,0 days 00:18:42.000000000,,,0 days 00:20:00.000000000,,,0 days 00:01:18.000000000
